"code","y","x1","x2","x3"
1,"1",6.34569812276338,6.76262401884614,6.08305530880784
2,"1",6.18287064201858,5.75737568689645,3.71947015119665
3,"1",6.06818232265115,5.49943359204273,7.59826077487596
4,"1",5.93477124368282,5.45898636477943,4.65872689138448
5,"1",6.10698136299825,5.92111557565097,7.66568710559903
6,"1",5.99531827950406,5.38130510582118,4.70563322759596
7,"1",6.07837609365775,6.64630720763317,5.01099352970246
8,"1",6.04059748639513,6.01726987730851,4.08150918589284
9,"1",5.6689207888614,5.51093816574541,7.05428046252535
10,"1",5.99371878665369,6.44083191032071,4.40468564448537
11,"1",5.9208512689985,6.01037072456601,4.66307928268761
12,"1",6.34008263883944,5.71598712054563,3.89010611006059
13,"1",5.88994501772919,6.63350625910253,7.466270407311
14,"1",5.79308483682938,6.12147923309802,6.20866129093116
15,"1",6.15463365670773,6.12021932873611,6.41148983719898
16,"1",6.60495390033053,5.31420498781196,6.38033679878335
17,"1",5.76305851774144,6.7061362744427,6.46829656356369
18,"1",6.10754185613467,5.03704685930781,6.42869884484706
19,"1",6.3249900751422,6.10105001296997,4.7809170319702
20,"1",5.80234842266359,5.57849139430704,6.37025302150056
21,"1",6.1091269138412,5.71873881811073,7.3842650329697
22,"1",6.3002649209927,5.04822878733432,4.9422287565555
23,"1",5.64402541012765,5.73014088255152,6.5802913832914
24,"1",5.83221110761764,5.68801387188454,5.03671738802517
25,"1",5.90408073538115,5.69878368179724,5.18479108810808
26,"1",6.0154739271227,5.86675434969332,5.97891489703752
27,"1",6.49571120849881,5.10455666503927,5.60584093927408
28,"1",6.10965216334658,5.66931842144159,5.892561090601
29,"1",5.63182107013909,5.50823645898101,5.06364838591773
30,"1",6.09696893000956,6.32988752901817,6.8710593873
31,"1",5.80697242674427,6.18363669359426,6.19600203038231
32,"1",6.19268061605447,5.27724960947022,6.73750956633495
33,"1",6.19710286288961,5.96441330204298,7.7204680342574
34,"1",6.13850344449606,6.6248400313873,5.83912769389381
35,"1",6.18319986285252,6.03250250580585,7.69771852350775
36,"1",5.89518082900569,6.60330471146503,6.81802682189845
37,"1",6.31224402387276,6.05310602813433,4.42243656250465
38,"1",6.27838176773066,6.39421502167689,7.29076847838844
39,"1",6.2272471512296,6.67991119916754,4.78436433963554
40,"1",5.64071751034015,5.88883969258708,5.28248955239193
41,"1",5.81397161250535,5.64832248127823,4.56817445353098
42,"1",6.29887181952361,7.45900491512379,5.53524457487991
43,"1",6.14042092084182,5.41698812516324,5.58634505416886
44,"1",5.86446527890056,6.31549183762448,5.95515863919547
45,"1",5.88031955430577,6.34352531373724,5.94384370185402
46,"1",5.99283118289318,5.31937668807916,5.82207236851428
47,"1",6.10974356722778,5.50060558895688,3.87816085915228
48,"1",5.88460938086857,4.72354013619131,5.05184250366221
49,"1",5.84336027249624,6.06538590371275,7.01917753627141
50,"1",5.58311310942605,5.38522944782989,4.89613045619145
51,"1",6.40586663764553,5.24128942683493,7.14552963856353
52,"1",6.00512343246263,5.32131753616265,6.02168613803147
53,"1",5.55536631372816,6.26693604594719,6.2206402812184
54,"1",5.83406695769977,6.67811829025013,5.89842042693382
55,"1",5.93477910233217,5.48024529097753,6.46537524845243
56,"1",5.89098330721474,5.26234345959906,5.37917555363565
57,"1",5.94007299215487,5.80981969324582,4.03840887319063
58,"1",6.25025234322114,5.99440329618814,5.94188020911145
59,"1",6.0761428761265,6.24741161907553,6.833853785467
60,"1",5.54689773213581,5.7126124370125,4.35219616916862
61,"1",6.34656470367628,5.88168518609454,4.25024175657046
62,"1",6.12216973584908,6.21440754926555,7.70850895906909
63,"1",5.90307820011715,5.96058980834586,5.90692524269762
64,"1",5.8299523567884,5.78127511094932,7.20438480087537
65,"1",5.64153991143841,6.23297357781274,7.26964811252017
66,"1",6.54742788823878,6.08587666869675,5.6647159225046
67,"1",6.19186724096804,5.70004792497301,5.94599602621128
68,"1",6.29943560119644,5.5751252407037,5.19774897241486
69,"1",5.92919334325743,5.57436978598914,3.71036406603859
70,"1",6.21183686644979,5.69717963948118,4.36990874585302
71,"1",5.7380730458964,4.94868464123325,6.14564805304069
72,"1",6.08919888277167,5.91081391271061,7.12742207415284
73,"1",5.60706300192562,5.89776895281254,5.76910845772141
74,"1",6.14864257331059,6.55905276780116,5.29423432932961
75,"1",5.91151569518646,6.09695270873771,5.38660242292518
76,"1",5.78901316871501,5.57123021474981,5.03619178281297
77,"1",6.03979188396234,5.30197420259283,7.8718248700932
78,"1",5.69169816650132,5.68141867386106,7.42633008662712
79,"1",5.98872538332254,4.99794318036016,6.63712495645828
80,"1",5.70254144647896,6.1730559167328,5.24983754888178
81,"1",5.88404322822771,6.06551473943964,5.94923534879019
82,"1",5.99912810420303,6.24080336128463,5.55880273070302
83,"1",6.02968437614901,5.54701993903014,6.51070592651083
84,"1",5.75670066097928,5.09580440412017,5.65114055828355
85,"1",5.85645191797365,5.66124031344527,6.29685776123907
86,"1",5.88283429516705,6.86254558333946,7.01495337032699
87,"1",6.11186806128716,6.30296297443736,7.12143698751467
88,"1",6.07561135788277,5.57997093598781,5.43030649808469
89,"1",6.54938336312085,5.70887038335069,7.5383393003137
90,"1",6.29980084399619,7.4560311038907,5.70899119050258
91,"1",5.83404298252044,6.17522966077791,7.74076595978626
92,"1",6.28591091649529,6.6250024371568,6.61500904131565
93,"1",6.36793191198984,5.7715316831146,6.6692245327512
94,"1",6.58239294509983,5.92828581357232,6.13868834023837
95,"1",5.45015721608556,5.7631819454212,8.7102888680765
96,"1",5.81864967985815,6.75986028003081,4.30158116830918
97,"1",6.35992772970208,5.67269954989138,5.46318035873603
98,"1",6.58677157113778,6.33461731867357,6.74609688434594
99,"1",5.59793072706422,6.02831712370582,6.3324636077049
100,"1",6.00687813697719,6.48708823198891,4.86255556347255
101,"1",5.91237427676939,6.27288604426972,4.62288893829284
102,"1",5.91149967847353,5.31181655565695,5.34996888354104
103,"1",6.20197081522636,5.08588820658808,5.06453849229937
104,"1",5.49774512819813,5.2421209307278,5.88348850571822
105,"1",6.21839365972297,5.76411441650867,7.9382408754377
106,"1",5.68861893147348,5.76363846804662,7.68697791821032
107,"1",6.03820135335227,5.5838638969504,4.98454348772729
108,"1",6.24111492524602,5.02025338187454,5.39446571463803
109,"1",6.00797456881685,7.07147913963826,4.67298261007138
110,"1",6.06538808260496,6.46754552202818,6.54275308855235
111,"1",5.93231209606721,5.19254248836693,5.97771261341989
112,"1",6.01124979541557,5.63035323537101,5.87900701741904
113,"1",5.72163302987507,6.01587293725802,6.21808588685191
114,"1",5.88410644789949,5.31823719869005,7.00776298441638
115,"1",6.00390729323175,5.25096877664794,5.31773889352444
116,"1",5.98459101688918,5.84626983780686,4.35224074748018
117,"1",6.33927632242384,6.08298239744678,5.99169281812968
118,"1",5.8279894578288,6.20214088067153,7.51685388698318
119,"1",5.97094987757824,4.88556032771669,6.06811087096277
120,"1",5.86979020554992,6.03046917245846,6.14469118497686
121,"1",6.27421950168827,6.81771094908344,4.56688644792152
122,"1",6.11668397062029,6.06367848208677,5.38135764618482
123,"1",5.97890118377554,5.3650590128098,6.71717224512147
124,"1",6.37704626050331,6.12587500331125,4.51316476813792
125,"1",6.1416863361562,6.27774776268516,6.05733182017183
126,"1",6.10572823734885,6.76214425932524,4.69469988149068
127,"1",5.77160879109989,5.85289525920779,5.26648158936673
128,"1",6.16314568021095,6.6134662203997,6.6074221455997
129,"1",6.34792759039673,5.37718780215294,6.05893891542051
130,"1",6.28458927300196,5.38156140365965,5.53495484457977
131,"1",6.3219977226153,6.04311560929935,5.58969657056384
132,"1",6.31575913643624,6.02371611442918,6.40802852730494
133,"1",5.903253914899,6.11362242534264,7.48483768296003
134,"1",5.87324317739744,5.60826218229963,7.13564972962424
135,"1",6.12092841563881,5.74182646624114,6.54930839294116
136,"1",5.84980866295052,5.53026531545013,5.86444978096746
137,"1",6.05354346661453,5.76106939426112,6.08824138006578
138,"1",5.6107678430768,5.58059285744447,5.43498887594324
139,"1",6.25203688061334,6.263973006074,9.12917598298481
140,"1",5.35385081797787,5.65904702527124,5.63506596739807
141,"1",6.0255627332664,6.1058653159018,4.40873038458449
142,"1",6.22333625018272,6.38104641974471,8.24376635840304
143,"1",6.16600359839776,6.11083993031393,5.39705602262544
144,"1",5.9529740141549,5.98440076524594,6.971027279863
145,"1",6.07161077117439,6.48068465156501,5.39079482592314
146,"1",5.74493660701524,5.5811120357275,6.02769343286985
147,"1",6.29334239940122,5.76093068152959,4.85407297429622
148,"1",6.03594425593442,6.29856800233416,6.25918992930714
149,"1",5.79868998631307,5.50024489644184,5.00896366646989
150,"1",6.25567393175005,5.80770892151867,4.710868084551
151,"1",5.71373625137493,5.13145367691769,6.07344278055253
152,"1",6.33236744555188,5.45210265685708,7.05556458380601
153,"1",5.19730876580827,5.18086822617253,4.16175046411942
154,"1",6.05580207572861,5.50409441608272,6.25400141316324
155,"1",5.67582785564185,5.75766039327458,6.18787670769117
156,"1",6.02652958392399,5.93810483309073,6.3734528238166
157,"1",5.73971793991809,5.8048807242009,7.62328211629783
158,"1",5.95672520259954,6.53806386328269,6.79681875615273
159,"1",5.91744132434604,6.5492828529787,5.76412152674974
160,"1",6.20498882025298,6.5065316687643,7.32351193704823
161,"1",6.15114482066801,6.56129412646851,5.75084606851105
162,"1",6.14445313166007,6.5971795041354,5.88751527013625
163,"1",6.11541139622974,5.35863624680384,6.12188989151037
164,"1",5.72434427118993,6.52880000284798,5.09452905577191
165,"1",6.11479577003099,5.91388069506292,5.12676076795367
166,"1",5.72566744945475,6.66273145970908,4.93542497595258
167,"1",5.94464339364108,5.92035801682898,5.843143978288
168,"1",5.97606476507724,5.38465273471149,6.5798376289934
169,"1",5.885616024317,4.96118914220069,5.80951257055868
170,"1",5.98801128691016,6.46384815685919,5.92291026406852
171,"1",6.03489618498507,5.17227529037702,6.89989468204539
172,"1",6.25277467035895,6.93837272221882,5.15339331371275
173,"1",5.63012855059126,6.18729034200608,5.31616971914317
174,"1",6.03179589556576,6.45748537695485,5.39597693664679
175,"1",5.98303571212636,5.36662207514516,6.66691447514625
176,"1",5.5493251297613,5.85585412593344,4.70600778635898
177,"1",5.94090026418733,5.36351579374321,5.71297446035384
178,"1",5.75807427820879,6.34521625879444,7.14756954657142
179,"1",6.10735075748336,5.83093081502276,6.4021250089886
180,"1",5.77077023449137,6.9674449408074,5.97487086608877
181,"1",5.78131669378677,5.92210686121338,5.52802526032647
182,"1",5.74516635703193,5.30379349029193,5.01852314487337
183,"1",5.75274433030663,5.6713937763568,6.47566657314441
184,"1",6.08878911042754,6.47916342440653,7.34707463771385
185,"1",5.95253883361456,6.04529400677488,6.20526931881355
186,"1",5.9205506930854,6.61603198886751,7.21714237441704
187,"1",6.2306647095525,6.1162307552529,6.12577347025
188,"1",5.79155520168846,5.61800031209163,6.32151154284295
189,"1",6.0310284555403,5.52659473212963,5.10011958223188
190,"1",5.5097352342064,5.21193379110548,6.70087955643033
191,"1",5.81715462461843,5.62831147942858,7.43532598039688
192,"1",6.23532700849349,6.06693913052567,6.90229518149319
193,"1",5.9989565452882,6.78145410391459,5.86511814903854
194,"1",6.04102701521452,5.725110222046,6.30607913917887
195,"1",5.8375389348488,5.08265016834523,4.88777418435926
196,"1",6.29301249170265,6.52502497186298,7.93775111793846
197,"1",5.89870381865291,5.64595641893166,7.00187648730338
198,"2",7.18606367787857,6.64194264491917,4.41233885708698
199,"2",7.28960063258337,6.61344602733905,6.68842837256243
200,"2",6.93346502130219,6.89916709738488,7.17125722382223
201,"2",6.8600083136836,7.14179447139495,5.19248768439699
202,"2",7.4658557914101,6.87727995270346,6.19507144204029
203,"2",6.77020126709893,6.3958168085858,5.85729765616622
204,"2",7.30159506534451,6.58283860923355,7.28247695757467
205,"2",7.45487083154568,7.08035036507193,7.3287603654175
206,"2",6.84021882515163,7.10962930507885,8.2734873211558
207,"2",6.76763351537405,6.773239425057,6.28715786083098
208,"2",6.99061012845532,7.13168020418884,7.49364577004923
209,"2",6.72130015270097,6.71771352002026,8.36959878018467
210,"2",6.59864871240235,6.56724198518688,7.95202700498774
211,"2",7.22302244915903,7.47269168746718,8.18080515245426
212,"2",6.97995145559475,6.78238219988779,6.2986622701316
213,"2",6.96585278087441,6.79571182391787,6.25713623053149
214,"2",6.9236062948693,6.57130208078302,7.56828735257453
215,"2",6.80833200843256,6.74526585829973,8.60528237674814
216,"2",6.65736358648813,7.46581267362318,5.52632043780446
217,"2",7.2298561002332,7.40266869375325,6.55835879963559
218,"2",7.37660239932079,6.33694025204827,7.42060677764668
219,"2",6.72900937838237,7.28675351423764,7.08502484103099
220,"2",6.92715806983036,8.07380397770658,8.1150201711546
221,"2",7.51871155230868,6.8496611609025,6.79256550128404
222,"2",7.09061460783973,6.84575664086054,7.44057248223269
223,"2",7.04717858917385,7.63738812596626,7.87992331796144
224,"2",7.11419953323999,8.35336526493357,7.10166026801445
225,"2",7.22278378304022,7.5434045357598,6.59865330162805
226,"2",7.4562171297792,6.82111260521992,9.09227408913762
227,"2",6.87056422278112,6.9957804000319,7.64384714891122
228,"2",6.94725708371919,6.63857984061443,7.38655132320801
229,"2",6.83263128671807,7.05298182796532,7.37378892944377
230,"2",7.2862222216025,6.32980413050403,6.58510213171293
231,"2",6.63106618809622,7.81460222852653,5.9343088187423
232,"2",7.2541184948349,5.91613497163284,7.39386960828501
